"subject","subjectLabel","typeOfInterest","interest","interestLabel"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectObject","http://www.wikidata.org/entity/Q34095","bronze"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","http://www.wikidata.org/prop/direct/P921","http://www.wikidata.org/entity/Q93184","drawing"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectObject","http://www.wikidata.org/entity/Q9053464","costume"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectObject","http://www.wikidata.org/entity/Q14745","furniture"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","http://www.wikidata.org/prop/direct/P921","http://www.wikidata.org/entity/Q34095","bronze"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectObject","http://www.wikidata.org/entity/Q29382731","metal artwork"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectPeriod","http://www.wikidata.org/entity/Q4692","Renaissance"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectObject","http://www.wikidata.org/entity/Q28823","textile"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","https://w3id.org/artchives/hasSubjectObject","http://www.wikidata.org/entity/Q28823","textile"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","http://www.wikidata.org/prop/direct/P921","http://www.wikidata.org/entity/Q9053464","costume"
"https://w3id.org/artchives/collectionulrich-middledorf-papers","Ulrich Middledorf papers","http://www.wikidata.org/prop/direct/P921","http://www.wikidata.org/entity/Q14745","furniture"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559657594698","A. Dierich"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658357318","H. Ebert"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559562187391","R.F. Arragon"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564294298","P. Biagini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559579306398","M. Checchi"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659597595","G. Femmel"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658646697","C.C. van Essen"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580970624","L. Cavini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580018646","G. Cramer"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559579794478","W.S. Conklin"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658206160","M.H. Drey"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658671274","L.D. Ettlinger"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559579267984","A. Chatelet"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559576487518","B. Cherubini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564541515","A. Blunt"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580460615","A. Burkhard"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559657148905","A. De Bosque"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564552900","Th. Boal"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658569912","R. Engass"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559657942356","G. Dogar"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564435306","P. Billeter"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580892843","E. Casetti"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659801492","C. Fiskovic"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659531057","H. Fegers"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580347712","M.P. Buchen"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580685440","Callway Verlag"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659864094","J.K. Fletcher"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659633394","G. Fiano"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559562867390","K.G. Bernheimer; J.A. Bernstein;"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564665026","I. Boekmann"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559574630455","S. Boström"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564441871","A. Billi"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658023409","A.A. Doran"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559657169057","H. Decker"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580160486","A.A. Cushman"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559581030340","M. Chavageat"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658256408","M. Popisil-Duckett"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559660025180","A. Franceschinis"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659820980","H. Fletmann"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580081958","E. Croft Murray"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659770908","P. Fischer"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658004455","C.V. Donovan"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658391392","M.F. Edgerton"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580838680","I. Cardellini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559654380155","D.W. Davies"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559579513252","V. Clain-Stefanelli"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559575983889","Th. Bowie"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559660161765","D. Frey"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559576480002","E. Chellis"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559576124460","H. von Brentano"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658126575","L. Döry"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564729636","Bollingen Found"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580350945","A. Buck"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580387272","W. Bunz"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658315095","B.A. Duker"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580851330","E. Carli"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559576179201","H. Brinkmann"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559657312144","G. Delbanco"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559579696016","R.T. Coe"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559574510872","G.A. Born"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559576468551","M. Chatzidakis"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559579705331","E. Coenen"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559660252930","A. Fuller"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659709919","G. Fiorentino"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659972826","P. Fragapane"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659548256","L. Fehrle"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564448313","B. Bilzer"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559654341162","A. Dams"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580317718","(-) Brice"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559579321700","B. Cherubini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559576065957","D. Brandt"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659733805","S. Fischel"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559579716933","H. Coing"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559654333930","W.S.A. Dale"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659517336","C. Faerber"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658542725","Encyclopaedia Americana"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580710742","M. Cämmerer"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658561644","P. Engelmeier"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559657349497","M.P. De Leon"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559660266894","D. Futacchi"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580664098","F. Calegari"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564857736","C. Borchers"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658658232","R. Ettinghausen"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658016646","C. Donzelli"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559581044054","G. Castelfranco"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559654431977","Ch.T. Davis"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580875783","I. Carrareto"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559657235655","G. De Francovich"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559654368128","S. David"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559657359130","O. Del Mazza"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559574564296","A. Boschetto"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658261922","R.L. Ducote"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectGenre","https://w3id.org/artchives/MD1559843692542","cultural relations between nations 1957-1968"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564695748","J. Boehler"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559579919156","Th.W. Coopeland"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659691119","I. Fingerlin"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564804458","R. Borchard"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564713607","R. Boehringer"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559576085405","W. Braun"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559564294298","P. Biagini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659538464","Ph. Fehl"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559659597595","G. Femmel"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580970624","L. Cavini"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658206160","M.H. Drey"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559576291663","Bruckmann KG"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659592433","B. Feldmann"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658671274","L.D. Ettlinger"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559658142364","P. Douglas"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580477108","H.B. Burnham"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559657532537","Ch. D'Halloy"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559580379846","W. Bulst"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559659724575","M. Fischel"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559580460615","A. Burkhard"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559657148905","A. De Bosque"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","https://w3id.org/artchives/hasSubjectPeople","https://w3id.org/artchives/MD1559564880215","S. Borla"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559579312587","E. Chellis"
"https://w3id.org/artchives/collectionnachlass-ulrich-middeldorf","Nachlass Ulrich Middeldorf","http://www.wikidata.org/prop/direct/P921","https://w3id.org/artchives/MD1559658569912","R. Engass"
